"","Program","Year","Period","State","State.ANSI","Strawberries","items","discription","units","measurement","dname","type","Domain.Category","title","Pesticide","Number","Value","CV....","Pesticide_old","Carcinogen","Hormone.Disruptor","Neurotoxins","Developmental.or.Reproductive.Toxins","Bee.Toxins"
"282","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)","CHEMICAL, FUNGICIDE",NA," 102001","0.669","","THIOPHANATE-METHYL",NA,NA,NA,NA,NA
"283","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (THIRAM = 79801)","CHEMICAL, FUNGICIDE",NA," 79801","2.219","","THIRAM",NA,NA,NA,NA,NA
"284","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (TRICHODERMA HARZ. = 119202)","CHEMICAL, FUNGICIDE",NA," 119202"," (NA)","","TRICHODERMA HARZ.",NA,NA,NA,NA,NA
"285","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)","CHEMICAL, FUNGICIDE","TRIFLOXYSTROBIN"," 129112","0.113","","TRIFLOXYSTROBIN",NA,NA,NA,NA,NA
"286","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLUMIZOLE = 128879)","CHEMICAL, FUNGICIDE","TRIFLUMIZOLE"," 128879","0.23","","TRIFLUMIZOLE",NA,NA,NA,NA,"slight"
"287","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)","CHEMICAL, HERBICIDE",NA," 128712","0.024","","CARFENTRAZONE-ETHYL",NA,NA,NA,NA,NA
"288","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)","CHEMICAL, HERBICIDE",NA," 129034","0.089","","FLUMIOXAZIN",NA,NA,NA,NA,NA
"289","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","CHEMICAL, HERBICIDE: (GLUFOSINATE-AMMONIUM = 128850)","CHEMICAL, HERBICIDE",NA," 128850"," (D)","","GLUFOSINATE-AMMONIUM",NA,NA,NA,NA,NA
"290","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)","CHEMICAL, HERBICIDE",NA," 103601"," (D)","","GLYPHOSATE ISO. SALT",NA,NA,NA,NA,NA
"291","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE POT. SALT = 103613)","CHEMICAL, HERBICIDE",NA," 103613"," (D)","","GLYPHOSATE POT. SALT",NA,NA,NA,NA,NA
"292","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","CHEMICAL, HERBICIDE: (NAPROPAMIDE = 103001)","CHEMICAL, HERBICIDE",NA," 103001"," (D)","","NAPROPAMIDE",NA,NA,NA,NA,NA
"293","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)","CHEMICAL, HERBICIDE",NA," 111601","0.313","","OXYFLUORFEN",NA,NA,NA,NA,NA
"294","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)","CHEMICAL, HERBICIDE",NA," 61601"," (D)","","PARAQUAT",NA,NA,NA,NA,NA
"295","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)","CHEMICAL, HERBICIDE",NA," 108501","1.202","","PENDIMETHALIN",NA,NA,NA,NA,NA
"296","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","CHEMICAL, HERBICIDE: (SULFENTRAZONE = 129081)","CHEMICAL, HERBICIDE",NA," 129081"," (D)","","SULFENTRAZONE",NA,NA,NA,NA,NA
"297","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)","CHEMICAL, INSECTICIDE",NA," 122804","0.019","","ABAMECTIN",NA,NA,NA,NA,NA
"298","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (ACEQUINOCYL = 6329)","CHEMICAL, INSECTICIDE",NA," 6329","0.297","","ACEQUINOCYL",NA,NA,NA,NA,NA
"299","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)","CHEMICAL, INSECTICIDE","ACETAMIPRID"," 99050","0.126","","ACETAMIPRID",NA,NA,NA,NA,"moderate"
"300","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (AZADIRACHTIN = 121701)","CHEMICAL, INSECTICIDE",NA," 121701","0.034","","AZADIRACHTIN",NA,NA,NA,NA,NA
"301","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (BEAUVERIA BASSIANA = 128924)","CHEMICAL, INSECTICIDE",NA," 128924"," (NA)","","BEAUVERIA BASSIANA",NA,NA,NA,NA,NA
"302","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)","CHEMICAL, INSECTICIDE","BIFENAZATE"," 586","0.496","","BIFENAZATE",NA,NA,NA,NA,"moderate"
"303","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)","CHEMICAL, INSECTICIDE","BIFENTHRIN"," 128825","0.109","","BIFENTHRIN","possible","suspected",NA,"present","high"
"304","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAK ABTS-1857 = 6523)","CHEMICAL, INSECTICIDE",NA," 6523"," (NA)","","BT KURSTAK ABTS-1857",NA,NA,NA,NA,NA
"305","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAKI ABTS-351 = 6522)","CHEMICAL, INSECTICIDE",NA," 6522"," (NA)","","BT KURSTAKI ABTS-351",NA,NA,NA,NA,NA
"306","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAKI SA-11 = 6519)","CHEMICAL, INSECTICIDE",NA," 6519"," (NA)","","BT KURSTAKI SA-11",NA,NA,NA,NA,NA
"307","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (BT SUB AIZAWAI GC-91 = 6426)","CHEMICAL, INSECTICIDE",NA," 6426"," (NA)","","BT SUB AIZAWAI GC-91",NA,NA,NA,NA,NA
"308","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (BUPROFEZIN = 275100)","CHEMICAL, INSECTICIDE",NA," 275100"," (D)","","BUPROFEZIN",NA,NA,NA,NA,NA
"309","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (BURKHOLDERIA A396 CELLS & MEDIA = 6534)","CHEMICAL, INSECTICIDE",NA," 6534"," (NA)","","BURKHOLDERIA A396 CELLS & MEDIA",NA,NA,NA,NA,NA
"310","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (CARBARYL = 56801)","CHEMICAL, INSECTICIDE","CARBARYL"," 56801"," (D)","","CARBARYL","known","suspected","present","present","high"
"311","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)","CHEMICAL, INSECTICIDE",NA," 90100","0.067","","CHLORANTRANILIPROLE",NA,NA,NA,NA,NA
"312","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORPYRIFOS = 59101)","CHEMICAL, INSECTICIDE","CHLORPYRIFOS"," 59101"," (D)","","CHLORPYRIFOS",NA,"suspected","present",NA,"high"
"313","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)","CHEMICAL, INSECTICIDE",NA," 16329"," (NA)","","CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA",NA,NA,NA,NA,NA
"314","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (CYANTRANILIPROLE = 90098)","CHEMICAL, INSECTICIDE",NA," 90098","0.111","","CYANTRANILIPROLE",NA,NA,NA,NA,NA
"315","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (CYFLUMETOFEN = 138831)","CHEMICAL, INSECTICIDE",NA," 138831","0.178","","CYFLUMETOFEN",NA,NA,NA,NA,NA
"316","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (ETOXAZOLE = 107091)","CHEMICAL, INSECTICIDE",NA," 107091","0.135","","ETOXAZOLE",NA,NA,NA,NA,NA
"317","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (FENBUTATIN-OXIDE = 104601)","CHEMICAL, INSECTICIDE",NA," 104601"," (D)","","FENBUTATIN-OXIDE",NA,NA,NA,NA,NA
"318","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPROPATHRIN = 127901)","CHEMICAL, INSECTICIDE","FENPROPATHRIN"," 127901","0.286","","FENPROPATHRIN",NA,NA,NA,NA,NA
"319","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPYROXIMATE = 129131)","CHEMICAL, INSECTICIDE",NA," 129131","0.103","","FENPYROXIMATE",NA,NA,NA,NA,NA
"320","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (FLONICAMID = 128016)","CHEMICAL, INSECTICIDE",NA," 128016","0.085","","FLONICAMID",NA,NA,NA,NA,NA
"321","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (FLUPYRADIFURONE = 122304)","CHEMICAL, INSECTICIDE",NA," 122304","0.158","","FLUPYRADIFURONE",NA,NA,NA,NA,NA
"322","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (HELICOVERPA ZEA NPV = 107300)","CHEMICAL, INSECTICIDE",NA," 107300"," (NA)","","HELICOVERPA ZEA NPV",NA,NA,NA,NA,NA
"323","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (HEXYTHIAZOX = 128849)","CHEMICAL, INSECTICIDE","HEXYTHIAZOX"," 128849","0.177","","HEXYTHIAZOX","probable",NA,NA,NA,NA
"324","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)","CHEMICAL, INSECTICIDE","IMIDACLOPRID"," 129099","0.515","","IMIDACLOPRID",NA,NA,NA,NA,"high"
"325","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)","CHEMICAL, INSECTICIDE","MALATHION"," 57701","1.991","","MALATHION","possible","suspected","present",NA,"high"
"326","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOXYFENOZIDE = 121027)","CHEMICAL, INSECTICIDE","METHOXYFENOZIDE"," 121027","0.174","","METHOXYFENOZIDE",NA,NA,NA,NA,"slight"
"327","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (NALED = 34401)","CHEMICAL, INSECTICIDE",NA," 34401","0.904","","NALED",NA,NA,NA,NA,NA
"328","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (NEEM OIL = 25006)","CHEMICAL, INSECTICIDE",NA," 25006","0.095","","NEEM OIL",NA,NA,NA,NA,NA
"329","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (NEEM OIL, CLAR. HYD. = 25007)","CHEMICAL, INSECTICIDE",NA," 25007","5.151","","NEEM OIL, CLAR. HYD.",NA,NA,NA,NA,NA
"330","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (NOVALURON = 124002)","CHEMICAL, INSECTICIDE",NA," 124002","0.059","","NOVALURON",NA,NA,NA,NA,NA
"331","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (PIPERONYL BUTOXIDE = 67501)","CHEMICAL, INSECTICIDE","PIPERONYL.BUTOXIDE"," 67501","0.478","","PIPERONYL BUTOXIDE",NA,NA,NA,NA,NA
"332","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (POTASSIUM SALTS = 79021)","CHEMICAL, INSECTICIDE",NA," 79021"," (D)","","POTASSIUM SALTS",NA,NA,NA,NA,NA
"333","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRETHRINS = 69001)","CHEMICAL, INSECTICIDE",NA," 69001","0.044","","PYRETHRINS",NA,NA,NA,NA,NA
"334","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRIDABEN = 129105)","CHEMICAL, INSECTICIDE",NA," 129105"," (D)","","PYRIDABEN",NA,NA,NA,NA,NA
"335","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRIPROXYFEN = 129032)","CHEMICAL, INSECTICIDE","PYRIPROXYFEN"," 129032","0.067","","PYRIPROXYFEN",NA,NA,NA,NA,"slight"
"336","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (SOYBEAN OIL = 31605)","CHEMICAL, INSECTICIDE",NA," 31605"," (D)","","SOYBEAN OIL",NA,NA,NA,NA,NA
"337","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM = 110007)","CHEMICAL, INSECTICIDE",NA," 110007","0.068","","SPINETORAM",NA,NA,NA,NA,NA
"338","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)","CHEMICAL, INSECTICIDE",NA," 110003","0.093","","SPINOSAD",NA,NA,NA,NA,NA
"339","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (SPIROMESIFEN = 24875)","CHEMICAL, INSECTICIDE","SPIROMESIFEN"," 24875","0.243","","SPIROMESIFEN",NA,NA,NA,NA,NA
"340","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (SULFOXAFLOR = 5210)","CHEMICAL, INSECTICIDE",NA," 5210","0.069","","SULFOXAFLOR",NA,NA,NA,NA,NA
"341","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)","CHEMICAL, INSECTICIDE","THIAMETHOXAM"," 60109","0.062","","THIAMETHOXAM",NA,NA,NA,NA,"high"
"342","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","CHEMICAL, INSECTICIDE: (ZETA-CYPERMETHRIN = 129064)","CHEMICAL, INSECTICIDE",NA," 129064"," (D)","","ZETA-CYPERMETHRIN",NA,NA,NA,NA,NA
"343","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","OTHER","CHEMICAL, OTHER: (ACIBENZOLAR-S-METHYL = 61402)","CHEMICAL, OTHER",NA," 61402"," (D)","","ACIBENZOLAR-S-METHYL",NA,NA,NA,NA,NA
"344","SURVEY",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES"," BEARING - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","OTHER","CHEMICAL, OTHER: (AUREOBASIDIUM PULLULANS DSM 14940 = 46010)","CHEMICAL, OTHER",NA," 46010"," (NA)","","AUREOBASIDIUM PULLULANS DSM 14940",NA,NA,NA,NA,NA
